ACCESSION_NUMBER	REPORTCALENDARORQUARTER	ISAMENDMENT	AMENDMENTNO	AMENDMENTTYPE	CONFDENIEDEXPIRED	DATEDENIEDEXPIRED	DATEREPORTED	REASONFORNONCONFIDENTIALITY	FILINGMANAGER_NAME	FILINGMANAGER_STREET1	FILINGMANAGER_STREET2	FILINGMANAGER_CITY	FILINGMANAGER_STATEORCOUNTRY	FILINGMANAGER_ZIPCODE	REPORTTYPE	FORM13FFILENUMBER	CRDNUMBER	SECFILENUMBER	PROVIDEINFOFORINSTRUCTION5	ADDITIONALINFORMATION
0001633445-25-000014	30-SEP-2025								Trexquant Investment LP	300 FIRST STAMFORD PLACE	FIFTH FLOOR WEST	STAMFORD	CT	06902	13F HOLDINGS REPORT	028-16610	000170476	801-79632	N	
0001172661-25-004899	30-SEP-2025	N							ATALANTA SOSNOFF CAPITAL, LLC	505 Fifth Avenue	17th Floor	New York	NY	10017	13F COMBINATION REPORT	028-01162	000104880	801-16739	N	
0001178913-25-003842	30-SEP-2025	N							ODDO BHF ASSET MANAGEMENT SAS	12, BOULEVARD DE LA MADELEINE		PARIS	I0	75009	13F HOLDINGS REPORT	028-24515			N	
0001172661-25-004895	30-SEP-2025	N							NISSAY ASSET MANAGEMENT CORP /JAPAN	6-6, Marunouchi 1-chome	Chiyoda-ku	Tokyo	M0	100-8219	13F HOLDINGS REPORT	028-18526	000113623	801-72465	N	
0001965207-25-000010	30-SEP-2025								Quarry LP	331 PARK AVENUE SOUTH	3RD FLOOR	NEW YORK	NY	10010	13F HOLDINGS REPORT	028-22988			Y	"Certain holdings included in this 13F report may be reported in the 13F holdings reports of other institutional investment managers that may be deemed to share investment discretion with The Quarry LP (""Quarry""), but on whose behalf Quarry is not filing this report."
0001172661-25-004894	30-SEP-2025	N							Lido Advisors, LLC	1875 Century Park East	Suite 950	Los Angeles	CA	90067	13F HOLDINGS REPORT	028-18071	000269866	801-100433	N	
0001420506-25-003282	30-SEP-2025	N							Cannell & Spears LLC	535 MADISON AVENUE, 14TH FLOOR		NEW YORK	NY	10022	13F HOLDINGS REPORT	028-12956	000142633	801-67401	N	
0001104659-25-112072	30-SEP-2025	N							Carter Financial Group, INC.	222 S. COOK ST.		BARRINGTON	IL	60010	13F HOLDINGS REPORT	028-22446			N	
0001172661-25-004885	30-SEP-2025	N							Evercore Wealth Management, LLC	55 East 52nd Street	23rd Floor	New York	NY	10055	13F HOLDINGS REPORT	028-13662	000148399	801-69645	N	
0001549230-25-000031	30-SEP-2025	N							BOOTHBAY FUND MANAGEMENT, LLC	140 EAST 45TH STREET	16TH FLOOR	NEW YORK	NY	10017	13F HOLDINGS REPORT	028-16782	000163706	801-80018	Y	"The institutional investment manager filing this report (the ""Reporting Manager"") has delegated to certain subadvisors (collectively, ""Subadvisers"") sole investment and/or voting discretion with respect to certain of the securities reported herein, and such securities may also be reported in the Forms 13F filed by one or more of such Subadvisers. The filing of this report shall not be deemed an admission, for purposes of Section 13(f), 13(d), 13(g) or 16(a) of the Securities Exchange Act of 1934, as amended (the ""Exchange Act"") or otherwise, that the Reporting Manager has investment discretion or voting authority over any securities reported herein and, notwithstanding the inclusion of any security in this report, the Reporting Manager expressly disclaims beneficial ownership of any security reported herein with respect to which it has delegated sole investment and voting discretion to a Subadviser and does not presently have the right to terminate such delegation within sixty days. Further, the filing of this report shall not be deemed an admission, for purposes of Section 13(f), 13 (d), 13(g) or 16(a) of the Exchange Act or otherwise, that the Reporting Manager or any Subadviser is a member of a group for the purpose of acquiring, holding, voting, or disposing of any such security."
0001172661-25-004883	30-SEP-2025	N							MIRABELLA FINANCIAL SERVICES LLP	11 Strand		London	X0	WC2N 5HR	13F COMBINATION REPORT	028-20053	000160328	802-75591	N	
0001420506-25-003276	30-SEP-2025	N							Empower Advisory Group, LLC	8515 East Orchard Road 4T2		Greenwood Village	CO	80111	13F HOLDINGS REPORT	028-23282	000112058	801-58105	N	
0001997464-25-000068	30-SEP-2025								Marex Group plc	155 Bishopsgate		London	X0	EC2M 3TQ	13F HOLDINGS REPORT	028-25755		001-42020	N	
0001050743-25-000015	30-SEP-2025	N							PEAPACK GLADSTONE FINANCIAL CORP	500 Hills Drive		Bedminster	NJ	07921	13F HOLDINGS REPORT	028-06431			N	
0001104659-25-112068	30-SEP-2025	N							Cornerstone Select Advisors, LLC	13171 OLIVE BOULEVARD	SUITE 302	ST. LOUIS	MO	63141	13F HOLDINGS REPORT	028-25213			N	
0001172661-25-004879	30-SEP-2025	Y	1	RESTATEMENT	N				Clear Harbor Asset Management, LLC	263 Tresser Blvd	15th Floor	Stamford	CT	06901	13F HOLDINGS REPORT	028-14126	000152242	801-70821	N	
0001104659-25-112060	30-SEP-2025	N							Rothschild Wealth LLC	700 Commerce Drive	Suite 170	Oak Brook	IL	60523	13F HOLDINGS REPORT	028-22711	000162442	801-74818	N	
0001172661-25-004874	30-SEP-2025	N							Vident Advisory, LLC	1125 Sanctuary Parkway, Suite 515		Alpharetta	GA	30009	13F COMBINATION REPORT	028-19675	000286622	801-114538	N	
0001420506-25-003260	30-SEP-2025	N							Aragon Global Management, LP	3480 MAIN HIGHWAY	SUITE 301	MIAMI	FL	33133	13F HOLDINGS REPORT	028-23953			N	
0001145443-25-000275	30-SEP-2025	N							MANUFACTURERS LIFE INSURANCE COMPANY, THE	200 BLOOR ST EAST		TORONTO	A6	M4W 1E5	13F HOLDINGS REPORT	028-04428			N	
0000899140-25-001288	30-SEP-2025	N							TWO SIGMA SECURITIES, LLC	100 AVENUE OF THE AMERICAS	2ND FLOOR	NEW YORK	NY	10013	13F HOLDINGS REPORT	028-16740	000148960	8-68090	N	
0001404574-25-000002	30-SEP-2025	N							683 Capital Management, LLC	1700 BROADWAY	SUITE 4200	NEW YORK	NY	10019	13F HOLDINGS REPORT	028-14771	000156181	801-73162	N	
0000899140-25-001286	30-SEP-2025	N							TWO SIGMA INVESTMENTS, LP	100 AVENUE OF THE AMERICAS	16TH FLOOR	NEW YORK	NY	10013	13F HOLDINGS REPORT	028-10385	000137137	801-70476	Y	"This Form 13F holdings report is being filed on behalf of Two Sigma Investments, LP (""Investments""). Investments serves as the sole manager or investment manager, as applicable, of (i) Two Sigma Equity Portfolio, LLC (""Equity""), Two Sigma Spectrum Portfolio, LLC (""Spectrum""), Two Sigma Futures Portfolio, LLC (""Futures""), Two Sigma Horizon Portfolio, LLC (""Horizon""), Two Sigma Blazar Portfolio, LLC (""Blazar""), Two Sigma Navigator Portfolio, LLC (""Navigator"") and Two Sigma Equity Spectrum Portfolio, LLC (""Equity Spectrum""), seven investment entities that are managed by Investments, each of which may be deemed to be an ""other manager"" for purposes of this Form 13F report and (ii) Two Sigma Galileo Portfolio, LLC (""Galileo"") and Two Sigma Pioneer Portfolio, LLC (""Pioneer"") two investment entities that are managed by Investments and that each may not presently be deemed to be an ""other manager"" for purposes of this Form 13F report. Investments, rather than Equity, Spectrum, Futures, Horizon, Blazar, Navigator, Equity Spectrum, Galileo or Pioneer exercises sole investment discretion and voting authority over the securities held in the various accounts of Equity, Spectrum, Futures, Horizon, Blazar, Navigator, Equity Spectrum, Galileo and Pioneer."
0001107261-25-000004	30-SEP-2025	N							BRIDGEWAY CAPITAL MANAGEMENT, LLC	20 Greenway Plaza	SUITE 930	HOUSTON	TX	77046	13F COMBINATION REPORT	028-05563	000111441	801-44394	N	
0001942364-25-000009	30-SEP-2025								Azimuth Capital Investment Management LLC	200 E. LONG LAKE ROAD	SUITE 160	BLOOMFIELD HILLS	MI	48304	13F HOLDINGS REPORT	028-22605	000319062	801-123448	N	
0001013594-25-001405	30-SEP-2025	N							INTREPID FAMILY OFFICE LLC	2170 MAIN ST, UNIT 404		SARASOTA	FL	34237	13F HOLDINGS REPORT	028-21966			N	
0002054465-25-000005	30-SEP-2025								Hughes Financial Services, LLC	2201 COOPERATIVE WAY	SUITE 150	HERNDON	VA	20171	13F HOLDINGS REPORT	028-24845	000173195	801-80866	N	
0001881567-25-000003	30-SEP-2025								Clear Street Group Inc.	55 BROADWAY	SUITE 2102	NEW YORK	NY	10006	13F HOLDINGS REPORT	028-25857			N	
0000908834-25-000344	30-SEP-2025	N							Lombard Odier Asset Management (Switzerland) SA	6, AVENUE DES MORGINES	1213 PETIT-LANCY	PETIT-LANCY	V8	1213	13F HOLDINGS REPORT	028-16247			N	
0000899140-25-001279	30-SEP-2025	N							TWO SIGMA ADVISERS, LP	100 AVENUE OF THE AMERICAS	16TH FLOOR	NEW YORK	NY	10013	13F HOLDINGS REPORT	028-14367	000152254	801-71110	Y	"This Form 13F holdings report is being filed on behalf of Two Sigma Advisers, LP (""Advisers""). Advisers serves as the sole manager or investment manager, as applicable, of (i) Two Sigma Absolute Return Portfolio, LLC (""Absolute Return""), Two Sigma Active Extension U.S. All Cap Equity Portfolio, LLC (""Active Extension All Cap""), Two Sigma Active Extension U.S. Small Cap Equity Fund, LP (""Active Extension Small Cap""), Two Sigma World Core Fund, LP (""World Core"") and Two Sigma Equity Risk Premia Portfolio, LLC (""Equity Risk Premia""), five investment entities that are managed by Advisers, each of which may be deemed to be an ""other manager"" for purposes of this Form 13F report, (ii) Two Sigma International Core Portfolio, LLC (""International Core"") and Two Sigma Macro Risk Premia Portfolio, LLC (""Macro Risk Premia""), two investment entities that are managed by Advisers and that may not presently be deemed to be an ""other manager"" for purposes of this Form 13F report and (iii) one or more separately managed accounts and sub-advised accounts (collectively, the ""Managed Accounts""), each of which may not presently be deemed to be an ""other manager"" for purposes of this 13F report. Advisers, rather than Absolute Return, Active Extension All Cap, Active Extension Small Cap, World Core, Equity Risk Premia, International Core, Macro Risk Premia or the Managed Accounts, exercises sole investment discretion and voting authority over the securities held in the various accounts of Absolute Return, Active Extension All Cap, Active Extension Small Cap, World Core, Equity Risk Premia, International Core, Macro Risk Premia and in the Managed Accounts."
0002065849-25-000003	30-SEP-2025	N							Yukon Wealth Management, Inc.	15050 Antioch Road	Suite 101	Overland Park	KS	66221	13F HOLDINGS REPORT	028-25514	000109413	801-80908	N	
0001398344-25-020923	30-SEP-2025	N							KLINGENSTEIN FIELDS & CO LP	125 PARK AVENUE	SUITE 1700	NEW YORK	NY	10017	13F HOLDINGS REPORT	028-02588			N	
0001475597-25-000029	30-SEP-2025								HRT FINANCIAL LP	3 WORLD TRADE CENTER, 175 GREENWICH STRE	76TH FLOOR	NEW YORK	NY	10007	13F HOLDINGS REPORT	028-16455			N	
0000093751-25-000651	30-SEP-2025								STATE STREET CORP	1 CONGRESS STREET	SUITE 1	BOSTON	MA	02114	13F HOLDINGS REPORT	028-00399			N	
0001193125-25-281818	30-SEP-2025	N							PINEBRIDGE INVESTMENTS, L.P.	65 EAST 55TH STREET		NEW YORK	NY	10022	13F HOLDINGS REPORT	028-14581			N	
0001729829-25-000053	30-SEP-2025								Qube Research & Technologies Ltd	9 BRESSENDEN PLACE		LONDON	X0	SW1E 5BY	13F HOLDINGS REPORT	028-18757	000304552	802-116999	N	
0001104659-25-112011	30-SEP-2025	N							NATIXIS	7, PROMENADE GERMAINE SABLON		PARIS	I0	75013	13F COMBINATION REPORT	028-12482			N	
0001910205-25-000007	30-SEP-2025								Guardian Wealth Management, Inc.	311 SW WATER ST	SUITE 210	PEORIA	IL	61602	13F HOLDINGS REPORT	028-22191	000154159	028-22191	N	
0001141802-25-000013	30-SEP-2025	N							NORTHWESTERN MUTUAL WEALTH MANAGEMENT CO	720 EAST WISCONSIN AVENUE		MILWAUKEE	WI	53202	13F COMBINATION REPORT	028-11160			N	
0001398344-25-020886	30-SEP-2025	N							Clark Capital Management Group, Inc.	ONE LIBERTY PLACE, 53RD FLOOR	1650 MARKET STREET	PHILADELPHIA	PA	19103	13F HOLDINGS REPORT	028-11680	000104796	801-28445	N	
0001398344-25-020899	30-SEP-2025	N							MATRIX PRIVATE CAPITAL GROUP LLC	400 PARK AVE	SUITE 610	NEW YORK	NY	10022	13F HOLDINGS REPORT	028-22052	000285531	801-108654	N	
0001398344-25-020894	30-SEP-2025	N							GUARDIAN WEALTH ADVISORS, LLC / NC	4270 THE CIRCLE AT NORTH HILLS STREET	SUITE 200	RALEIGH	NC	27609	13F HOLDINGS REPORT	028-21945	000305412	801-118121	N	
0001624758-25-000011	30-SEP-2025								Capital Analysts, LLC	601 OFFICE CENTER DRIVE	SUITE 300	FORT WASHINGTON	PA	19034	13F HOLDINGS REPORT	028-16292	000162200		N	
0001193125-25-281760	30-SEP-2025	N							M&T Bank Corp	C/O LEGAL	ONE M&T PLAZA	BUFFALO	NY	14203	13F HOLDINGS REPORT	028-00267			N	
0001104659-25-112000	30-SEP-2025	N							OSSIAM	6 PLACE DE LA MADELEINE		PARIS	I0	75008	13F HOLDINGS REPORT	028-19252			N	
0001642575-25-000011	30-SEP-2025								Squarepoint Ops LLC	250 W. 55TH STREET	32ND FLOOR	NEW YORK	NY	10019	13F HOLDINGS REPORT	028-16923	000172116	801-80565	N	
0001803156-25-000006	30-SEP-2025								Menard Financial Group LLC	2603 AUGUSTA DR. STE 1200		HOUSTON	TX	77057	13F HOLDINGS REPORT	028-19960	000299404	801-114342	N	
0001104659-25-111991	30-SEP-2025	N							OSTRUM ASSET MANAGEMENT	43 AVENUE PIERRE MENDES-FRANCE		PARIS	I0	75013	13F COMBINATION REPORT	028-19266			N	
0001172661-25-004840	30-SEP-2025	N							Archon Partners LLC	16 Huntington Drive		Princeton Junction	NJ	08550	13F HOLDINGS REPORT	028-13368	000155756	801-73562	N	
0001951757-25-001428	30-SEP-2025								MGO Private Wealth, LLC	111 PACIFICA	SUITE 300	IRVINE	CA	92618	13F HOLDINGS REPORT	028-22695			N	
0001193125-25-281706	30-SEP-2025	N							COHEN & STEERS, INC.	1166 AVENUE OF THE AMERICAS	30th Floor	NEW YORK	NY	10036	13F COMBINATION REPORT	028-11197			N	
0001807270-25-000007	30-SEP-2025								Luminist Capital LLC	4981 CASCADE RD SE	SUITE C	GRAND RAPIDS	MI	49548	13F HOLDINGS REPORT	028-25319	000173396	801-126094	N	
0001214659-25-016489	30-SEP-2025	N							Bramshill Investments, LLC	801 LAUREL OAK DR.	SUITE 300	NAPLES	FL	34108	13F HOLDINGS REPORT	028-18128			N	
0001214659-25-016487	30-SEP-2025	N							&PARTNERS	40 BURTON HILLS BLVD.	SUITE 350	NASHVILLE	TN	37215	13F HOLDINGS REPORT	028-19034			N	
0001214659-25-016488	30-SEP-2025	N							BECK CAPITAL MANAGEMENT, LLC	2009 S. CAPITAL OF TEXAS HWY.	STE 200	AUSTIN	TX	78746	13F HOLDINGS REPORT	028-16099	000152705		N	
0000902219-25-000462	30-SEP-2025								WELLINGTON MANAGEMENT GROUP LLP	c/o Wellington Management Company LLP	280 Congress Street	Boston	MA	02210	13F HOLDINGS REPORT	028-04557			N	
0002079571-25-000025	30-SEP-2025								Investors Towarzystwo Funduszy Inwestycyjnych Spolka Akcyjna	UL. MOKOTOWSKA 1		WARSAW	R9	00-640	13F HOLDINGS REPORT	028-25720			N	
0001172661-25-004820	30-SEP-2025	N							South Street Advisors LLC	623 Fifth Avenue		New York	NY	10022	13F HOLDINGS REPORT	028-12519	000112326	801-55383	N	
0001104659-25-111948	30-SEP-2025	Y	1	RESTATEMENT	N				WESTPAC BANKING CORP	Level 3, 275 Kent Street		Sydney	C3	2000	13F HOLDINGS REPORT	028-14770			N	
0002071170-25-000027	30-SEP-2025								TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH PZU SA	RONDO IGNACEGO DASZYNSKIEGO 4		WARSAW	R9	00-843	13F HOLDINGS REPORT	028-25717			N	
0001172661-25-004806	30-SEP-2025	N							MANGROVE PARTNERS IM, LLC	2 Sound View Drive		Greenwich	CT	06830	13F HOLDINGS REPORT	028-15348	000162296	801-78070	N	
0001193125-25-281511	30-SEP-2025	N							Siemens Fonds Invest GmbH	OTTO-HAHN-RING 6		MUNICH	2M	81739	13F HOLDINGS REPORT	028-21292		028-21292	N	
0001172661-25-004804	30-SEP-2025	N							Laird Norton Wetherby Wealth Management, LLC	580 California Street	8th Floor	San Francisco	CA	94104	13F HOLDINGS REPORT	028-10655	000107341	801-36445	N	
0001172661-25-004803	30-SEP-2025	N							Laird Norton Wetherby Trust Company, LLC	801 Second Ave 16th Floor		Seattle	WA	98104-1564	13F HOLDINGS REPORT	028-03941			N	
0001172661-25-004800	30-SEP-2025	N							Hyperion Asset Management Ltd	Po Box R604		Royal Exchange	C3	1225	13F HOLDINGS REPORT	028-16934	000289310	801-111031	N	
0001172661-25-004798	30-SEP-2025	N							Heard Capital LLC	1 N. Wacker Dr	Suite 3650	Chicago	IL	60606	13F HOLDINGS REPORT	028-19839	000297176	801-117709	N	
0001193125-25-281376	30-SEP-2025	N							Howard Hughes Medical Institute	4000 Jones Bridge Road		Chevy Chase	MD	20815-6789	13F HOLDINGS REPORT	028-01897			N	
0001062993-25-016783	30-SEP-2025	N							STATE OF WISCONSIN INVESTMENT BOARD	4703 MADISON YARDS WAY, SUITE 700		MADISON	WI	53705	13F HOLDINGS REPORT	028-02519			N	
0001999371-25-017736	30-SEP-2025	N							Investment Management Corp of Ontario	16 York Street, Suite 2400		Toronto	Z4	M5J 0E6	13F HOLDINGS REPORT	028-20969		28-20969	N	
0001172661-25-004790	30-SEP-2025	N							BLKBRD Asset Management, LP	53 Forest Avenue	Suite 215	Old Greenwich	CT	06870	13F HOLDINGS REPORT	028-25188	000329262	802-130536	N	
0001999346-25-000002	30-SEP-2025	N							Knollwood Investment Advisory, LLC	217 INTERNATIONAL CIRCLE		HUNT VALLEY	MD	21030	13F HOLDINGS REPORT	028-23455			N	
0001830819-25-000013	30-SEP-2025								Kestra Advisory Services, LLC	5707 SOUTHWEST PARKWAY	BUILDING 2, SUITE 400	AUSTIN	TX	78735	13F HOLDINGS REPORT	028-20379			N	
0001578242-25-000007	30-SEP-2025								Circle Wealth Management, LLC	47 MAPLE STREET, SUITE 201		SUMMIT	NJ	07901	13F HOLDINGS REPORT	028-18054	000142878	801-67841	N	
0000919574-25-006797	30-SEP-2025	N							L2 Asset Management, LLC	66 Glezen Lane		Wayland	MA	01778	13F HOLDINGS REPORT	028-19942	000172688	801-107084	N	
0001172661-25-004787	30-SEP-2025	N							NorthRock Partners, LLC	225 SOUTH 6TH STREET	SUITE 1400	MINNEAPOLIS	MN	55402	13F HOLDINGS REPORT	028-16755	000167908	801-78194	N	
0001172661-25-004782	30-SEP-2025	N							Tamar Securities, LLC	22466 Ventura Boulevard		Woodland Hills	CA	91364	13F HOLDINGS REPORT	028-20351	000153991	801-71532	N	
0001580677-25-000002	30-SEP-2025	N							Sustainable Insight Capital Management, LLC	33 WEST 60TH STREET	FLOOR 2	NEW YORK	NY	10023	13F HOLDINGS REPORT	028-17909			N	
0001595888-25-000155	30-SEP-2025								JANE STREET GROUP, LLC	250 VESEY STREET	6TH FLOOR	NEW YORK	NY	10281	13F HOLDINGS REPORT	028-16162			Y	The 13F Holdings Report includes options that deliver two different securities and each has been reflected separately. The 13F Holdings Report includes options that deliver securities which are not on the SEC's Official List of Section 13(F) Securities.
0001705711-25-000009	30-SEP-2025								Morse Asset Management, Inc	23 OLD KINGS HIGHWAY SOUTH	SUITE 200	DARIEN	CT	06820	13F HOLDINGS REPORT	028-18018			N	
0002068251-25-000004	30-SEP-2025								Gullane Capital, LLC	640 S. PERKINS ROAD		MEMPHIS	TN	38117	13F HOLDINGS REPORT	028-25772	000313464	801-121629	N	
0001655543-25-000002	30-SEP-2025								Cavalier Investments, LLC	12600 DEERFIELD PARKWAY	SUITE #100	ALPHARETTA	GA	30004	13F HOLDINGS REPORT	028-17041			N	
0001193125-25-280760	30-SEP-2025	N							COMERICA BANK	1717 MAIN STREET	MC 6404	DALLAS	TX	75201	13F HOLDINGS REPORT	028-10331			N	
0001949033-25-000004	30-JUN-2025								Spahn Wealth & Retirement LLC	4310 NORTH 75TH STREET		SCOTTSDALE	AZ	85251	13F HOLDINGS REPORT	028-24995			N	
0002059344-25-000005	30-SEP-2025								Wood Tarver Financial Group, LLC	3232 E BARBER VALLEY DRIVE		BOISE	ID	83716	13F HOLDINGS REPORT	028-25438			N	
0001172661-25-004786	30-SEP-2025	N							Volterra Technologies LP	66 Hudson Boulevard E	24th Floor	New York	NY	10001	13F HOLDINGS REPORT	028-20441	000306817	801-117896	N	
0001949033-25-000005	31-MAR-2025								Spahn Wealth & Retirement LLC	4310 NORTH 75TH STREET		SCOTTSDALE	AZ	85251	13F HOLDINGS REPORT	028-24995			N	
0001549042-25-000002	30-SEP-2025	N							Diligent Investors, LLC	1447 FORD STREET, #200		REDLANDS	CA	92374	13F HOLDINGS REPORT	028-16635			N	
0001628280-25-052170	30-SEP-2025	N							Virtus Investment Advisers, LLC	ONE FINANCIAL PLAZA	26TH FLOOR	HARTFORD	CT	06103	13F COMBINATION REPORT	028-00085	000106982	801-5995	N	
0001872787-25-000008	30-SEP-2025								Goldstream Capital Management Ltd	SUITE 08, 70/F, TWO IFC	8 FINANCE STREET	CENTRAL	K3	000000	13F HOLDINGS REPORT	028-21773			N	
0001420506-25-003216	30-SEP-2025	N							MARSHALL INVESTMENT MANAGEMENT, LLC	10822 WEST TOLLER DRIVE	SUITE 195	LITTLETON	CO	80127	13F HOLDINGS REPORT	028-24728	000174817	801-117304	N	
0001800217-25-000010	30-SEP-2025								Resolute Advisors LLC	39 MESA STREET	SUITE 210	SAN FRANCISCO	CA	94129	13F HOLDINGS REPORT	028-21015	000300326	801-114830	N	
0001845849-25-000005	30-SEP-2025								CONSULTIVA WEALTH MANAGEMENT, CORP.	250 AVE MUNOZ RIVERA, SUITE 1420		SAN JUAN	PR	00918	13F HOLDINGS REPORT	028-20984	000111846		N	
0002052590-25-000005	30-SEP-2025								OFC FINANCIAL PLANNING, LLC	35 CANOE BROOK RD		SHORT HILLS	NJ	07078	13F HOLDINGS REPORT	028-24604	000133846	801-130612	N	
0000898419-25-000020	30-SEP-2025								PRUDENTIAL PLC	5TH FLOOR, 10 OLD BAILEY		LONDON	X0	EC4M 7NG	13F HOLDINGS REPORT	028-03582			N	
0001062993-25-016775	30-SEP-2025	N							Coppell Advisory Solutions LLC	9111 CYPRESS WATERS BLVD	SUITE 140	COPPELL	TX	75019	13F HOLDINGS REPORT	028-21108			N	
0002055907-25-000005	30-SEP-2025	N							Vista Cima Wealth Management LLC	14985 W BELL RD; STE 150		SURPRISE	AZ	85374	13F HOLDINGS REPORT	028-25316			N	
0001949033-25-000003	30-SEP-2025								Spahn Wealth & Retirement LLC	4310 NORTH 75TH STREET		SCOTTSDALE	AZ	85251	13F HOLDINGS REPORT	028-24995			N	
0001941040-25-000654	30-SEP-2025	N							Beacon Pointe Advisors, LLC	24 CORPORATE PLAZA DRIVE	SUITE 150	NEWPORT BEACH	CA	92660	13F COMBINATION REPORT	028-19009	000119290	801-60943	N	
0001376474-25-000928	30-SEP-2025								Terril Brothers, Inc.	P.O. Box 31277		St. Louis	MO	63131	13F HOLDINGS REPORT	028-16320			N	
0001389958-25-000032	30-SEP-2025								PEAK6 LLC	2010 E. 6TH ST		AUSTIN	TX	78702	13F HOLDINGS REPORT	028-12346			N	
0001646247-25-000006	30-SEP-2025								Wealthspire Advisors, LLC	521 5TH AVENUE	15TH FLOOR	NEW YORK	NY	10175	13F HOLDINGS REPORT	028-19390	000106181	801-49390	N	
0001694126-25-000008	30-SEP-2025								Harvest Fund Management Co., Ltd	12/F,TOWER C,BEIJING INTERNATIONAL CLUB	21 JIANGUOMENWAI STREET,	BEIJING	F4		13F HOLDINGS REPORT	028-17717			N	
0001951757-25-001427	30-SEP-2025								SeaCrest Wealth Management, LLC	3000 WESTCHESTER AVENUE	SUITE 206	PURCHASE	NY	10577	13F HOLDINGS REPORT	028-18252			N	
0001633037-25-000005	30-SEP-2025								Rehmann Capital Advisory Group	4086 LEGACY PARKWAY		LANSING	MI	48911	13F HOLDINGS REPORT	028-16835	000123047	801-64587	N	
0002011612-25-000002	30-SEP-2025	N							Pathstone Holdings, LLC	10 STERLING BLVD	SUITE 402	ENGLEWOOD	NJ	07631	13F HOLDINGS REPORT	028-23932			N	
