ACCESSION_NUMBER	REPORTCALENDARORQUARTER	ISAMENDMENT	AMENDMENTNO	AMENDMENTTYPE	CONFDENIEDEXPIRED	DATEDENIEDEXPIRED	DATEREPORTED	REASONFORNONCONFIDENTIALITY	FILINGMANAGER_NAME	FILINGMANAGER_STREET1	FILINGMANAGER_STREET2	FILINGMANAGER_CITY	FILINGMANAGER_STATEORCOUNTRY	FILINGMANAGER_ZIPCODE	REPORTTYPE	FORM13FFILENUMBER	CRDNUMBER	SECFILENUMBER	PROVIDEINFOFORINSTRUCTION5	ADDITIONALINFORMATION
0001728319-25-000006	30-SEP-2025								IFG Advisory, LLC	200 ASHFORD CENTER NORTH	SUITE 400	ATLANTA	GA	30338	13F HOLDINGS REPORT	028-18226	000168012	801-80184	N	
0001808748-25-000005	30-SEP-2025								Davidson Capital Management Inc.	5350 SOUTH STAPLES	SUITE 434	CORPUS CHRISTI	TX	78411	13F HOLDINGS REPORT	028-20218	000112232	801-60519	N	
0001172661-25-004719	30-SEP-2025	N							Trust Asset Management LLC	1900 St. James Place	Suite 300	Houston	TX	77056	13F HOLDINGS REPORT	028-16188	000147379	801-69363	N	
0000905729-25-000183	30-SEP-2025	N							Diversified Portfolios, Inc.	39520 Woodward Ave, Ste 200		Bloomfield Hills	MI	48304	13F HOLDINGS REPORT	028-16822	000108942	801-56371	N	
0001214659-25-016303	30-SEP-2025	N							RETIREMENT CAPITAL STRATEGIES	1190 Saratoga Avenue	Ste 140	San Jose	CA	95129	13F HOLDINGS REPORT	028-17418			N	
0002056650-25-000005	30-SEP-2025								10Elms LLP	8721 SOUTH 79TH EAST AVENUE		TULSA	OK	74133	13F HOLDINGS REPORT	028-25352	000323398	801-131155	N	
0001689013-25-000008	30-SEP-2025								JT Stratford LLC	311 GREEN ST	SUITE 100	GAINESVILLE	GA	30501	13F HOLDINGS REPORT	028-17668			N	
0001764059-25-000003	30-SEP-2025								ELEMENT POINTE ADVISORS, LLC	333 SE 2ND AVENUE, SUITE 2520		MIAMI	FL	33131	13F COMBINATION REPORT	028-19029	000282750	801-107214	N	
0001965401-25-000005	30-SEP-2025	N							VIAWEALTH, LLC	8700 State Line Rd.	Suite 325	Leawood	KS	66206	13F COMBINATION REPORT	028-22930	000309043	801-118904	N	
0001609674-25-000006	30-SEP-2025								Mengis Capital Management, Inc.	ONE SW COLUMBIA ST. SUITE 780		PORTLAND	OR	97204	13F HOLDINGS REPORT	028-16459			N	
0002054825-25-000009	30-SEP-2025	Y	1	RESTATEMENT					Astra Wealth Partners LLC	101 HUDSON STREET	SUITE 2100	JERSEY CITY	NJ	07302	13F HOLDINGS REPORT	028-24986	000321136	801-125765	N	
0001599016-25-000005	30-SEP-2025								Rench Wealth Management, Inc.	2556 LILLIAN MILLER PKWY, STE. 105		DENTON	TX	76210	13F HOLDINGS REPORT	028-15758	000015998	801-72962	N	
0001104659-25-110217	30-SEP-2025	N							ARK Investment Management LLC	200 Central Avenue		St. Petersburg	FL	33701	13F HOLDINGS REPORT	028-17768			N	
0001082509-25-000007	30-SEP-2025								SMITH CHAS P & ASSOCIATES PA CPAS	205 EAST ORANGE STREET		LAKELAND	FL	33801	13F HOLDINGS REPORT	028-04403	000104914	801-35294	N	
0000354204-25-001337	30-SEP-2025								DIMENSIONAL FUND ADVISORS LP	6300 BEE CAVE ROAD	BUILDING ONE	AUSTIN	TX	78746	13F HOLDINGS REPORT	028-01186			N	
0000829407-25-000006	30-SEP-2025								MONTAG A & ASSOCIATES INC	200 GALLERIA PKWY	SUITE 1450	ATLANTA	GA	30339	13F HOLDINGS REPORT	028-02209			N	
0001172661-25-004718	30-SEP-2025	N							LAFFER TENGLER INVESTMENTS, INC.	6730 N Scottsdale Road	Suite 230	Scottsdale	AZ	85253	13F HOLDINGS REPORT	028-10975	000108068	801-56953	N	
0001582272-25-000006	30-SEP-2025								Battery Global Advisors, LLC	260 FRANKLIN STREET	SUITE 1510	BOSTON	MA	02110	13F HOLDINGS REPORT	028-23946	000158505	801-73308	N	
0001439805-25-000008	30-SEP-2025								Greenwich Wealth Management LLC	45 EAST PUTNAM AVENUE STE 128		GREENWICH	CT	06830	13F HOLDINGS REPORT	028-13145			N	
0002017744-25-000003	30-SEP-2025								Arrowroot Family Office, LLC	4553 GLENCOE AVENUE	SUITE 200	MARINA DEL REY	CA	90292	13F HOLDINGS REPORT	028-24061			N	
0001083190-25-000011	30-SEP-2025								COMMONWEALTH OF PENNSYLVANIA PUBLIC SCHOOL EMPLS RETRMT SYS	5 NORTH 5TH ST		HARRISBURG	PA	17101	13F HOLDINGS REPORT	028-05879			N	
0001403438-25-000006	30-SEP-2025								LPL Financial LLC	1055 LPL WAY		FORT MILL	SC	29715	13F HOLDINGS REPORT	028-12526			N	
0002004873-25-000007	30-SEP-2025								United Advisor Group, LLC	36 ROLLING HILLS DR.		CINCINNATI	OH	45215	13F HOLDINGS REPORT	028-23970	000324205	801-127090	N	
0001062993-25-016658	30-SEP-2025	N							EDGEWOOD MANAGEMENT LLC	600 STEAMBOAT ROAD, SUITE 103		GREENWICH	CT	06830	13F HOLDINGS REPORT	028-02602	000106647	801-9970	N	
0001891904-25-000011	30-SEP-2025								Octahedron Capital Management L.P.	700 AIRPORT BOULEVARD	SUITE 450	BURLINGAME	CA	94010	13F HOLDINGS REPORT	028-22039	000309209	801-123257	N	
0001062993-25-016656	30-SEP-2025	N							All Terrain Financial Advisors, LLC	551 COON RAPIDS BLVD NW		COON RAPIDS	MN	55433	13F COMBINATION REPORT	028-18618	000286683	801-109958	N	
0001172661-25-004717	30-SEP-2025	N							Robertson Stephens Wealth Management, LLC	455 Market Street	Suite 1450	San Francisco	CA	94105-2442	13F HOLDINGS REPORT	028-19136	000289977	801-111814	N	
0000720672-25-000015	30-SEP-2025								STIFEL FINANCIAL CORP	ATTN: JAMES G. LASCHOBER	501 N. BROADWAY	ST. LOUIS	MO	63102-2102	13F HOLDINGS REPORT	028-04621			N	
0001629984-25-000008	30-SEP-2025								Crescent Park Management, L.P.	1950 UNIVERSITY AVENUE, SUITE 204		EAST PALO ALTO	CA	94303	13F HOLDINGS REPORT	028-16550	000172326	801-80242	N	
0002044855-25-000008	30-SEP-2025								Comprehensive Financial Planning, Inc./PA	5995 LEMON STREET		EAST PETERSBURG	PA	17520	13F HOLDINGS REPORT	028-24640	000864624		N	
0001078246-25-000008	30-SEP-2025								HUTCHINSON CAPITAL MANAGEMENT/CA	1101 FIFTH AVENUE	SUITE 160	SAN RAFAEL	CA	94941	13F HOLDINGS REPORT	028-07466			N	
0001696715-25-000003	30-SEP-2025	N							LEVEL FOUR ADVISORY SERVICES, LLC	12400 COIT ROAD	SUITE 700	DALLAS	TX	75251	13F HOLDINGS REPORT	028-17884			N	
0000714142-25-000006	30-SEP-2025								TEACHERS RETIREMENT SYSTEM OF THE STATE OF KENTUCKY	479 VERSAILLES ROAD		FRANKFORT	KY	40601	13F HOLDINGS REPORT	028-01068			N	
0001040188-25-000097	30-SEP-2025	N							VICTORY CAPITAL MANAGEMENT INC	15935 La Cantera Parkway		San Antonio	TX	78256	13F COMBINATION REPORT	028-06354			N	
0002095143-25-000004	30-SEP-2025								Manske Wealth Management	1010 NORTH SAN JACINTO	SUITE 200	HOUSTON	TX	77002	13F HOLDINGS REPORT	028-25834	000164401	801-79212	N	
0001999371-25-017490	30-SEP-2025	N							Contrarius Group Holdings Ltd	Victoria Place, 5th Floor	31 Victoria Street	Hamilton	D0	HM10	13F HOLDINGS REPORT	028-24891			N	
0001163648-25-000016	30-SEP-2025								CI INVESTMENTS INC.	15 YORK STREET, 2ND FLOOR		TORONTO	Z4	M5J 0A3	13F COMBINATION REPORT	028-10064			N	
0001794467-25-000006	30-SEP-2025								Blueprint Investment Partners LLC	1250 REVOLUTION MILL DR.	SUITE 150	GREENSBORO	NC	27405	13F HOLDINGS REPORT	028-20088			N	
0001954109-25-000011	30-SEP-2025								Strive Asset Management, LLC	200 CRESCENT COURT	SUITE 1400	DALLAS	TX	75201	13F COMBINATION REPORT	028-22677	000322039	801-125907	N	
0001999371-25-017486	30-SEP-2025	N							Mathes Company, Inc.	12 East 49th Street		New York	NY	10017	13F HOLDINGS REPORT	028-12290	000109288	801-54747	N	
0002079815-25-000004	30-SEP-2025								Burk Holdings LLC	5014 E 101ST ST	SUITE 200	TULSA	OK	74137	13F HOLDINGS REPORT	028-25706			N	
0001512920-25-000014	30-SEP-2025								SPROTT INC.	Royal Bank Plaza, South Tower	200 Bay Street, Suite 2600	Toronto	A6	M5J 2J1	13F HOLDINGS REPORT	028-14703			N	
0001754960-25-000770	30-SEP-2025								Accuvest Global Advisors	3575 N 100 E, SUITE 350		PROVO	UT	84604	13F HOLDINGS REPORT	028-13979			N	
0001951757-25-001399	30-SEP-2025								CAPSTONE WEALTH MANAGEMENT GROUP, LLC	1202 MEADE STREET		DUNMORE	PA	18512	13F HOLDINGS REPORT	028-22410			N	
0000826000-25-000012	30-SEP-2025								POTOMAC FUND MANAGEMENT INC /ADV	7373 WISCONSIN AVE.	SUITE 750	BETHESDA	MD	20814	13F HOLDINGS REPORT	028-24973			N	
0001420506-25-003126	30-SEP-2025	N							SEVEN GRAND MANAGERS, LLC	81 PONDFIELD ROAD	SUITE C302	BRONXVILLE	NY	10708	13F HOLDINGS REPORT	028-21734			N	
0001765380-25-000483	30-SEP-2025								Duncan Williams Asset Management, LLC	5350 POPLAR AVENUE, SUITE 600		MEMPHIS	TN	38119	13F HOLDINGS REPORT	028-24045	000174809	801-81015	N	
0001172661-25-004716	30-SEP-2025	N							NAPA WEALTH MANAGEMENT	1836 Second Street		Napa	CA	94559	13F HOLDINGS REPORT	028-23987			N	
0001702492-25-000006	30-SEP-2025								Ascent Capital Management, LLC	395 SW BLUFF DRIVE	STE 200	BEND	OR	97702	13F HOLDINGS REPORT	028-24859	000131423	801-63211	N	
0001172661-25-004715	30-SEP-2025	N							Cresset Asset Management, LLC	444 W. Lake Street	Suite 4700	Chicago	IL	60606	13F HOLDINGS REPORT	028-19305	000288566	801-110753	N	
0001754960-25-000769	30-SEP-2025								Griffith & Werner, Inc.	111 MOUNTAIN BROOK DRIVE	STE. 208	CANTON	GA	30115	13F HOLDINGS REPORT	028-25395			N	
0002095143-25-000003	30-JUN-2025								Manske Wealth Management	1010 NORTH SAN JACINTO	SUITE 200	HOUSTON	TX	77002	13F HOLDINGS REPORT	028-25834	000164401	801-79212	N	
0002056410-25-000007	30-SEP-2025								RAHLFS CAPITAL, LLC	1034 KIOWA DRIVE EAST		LAKE KIOWA	TX	76240	13F HOLDINGS REPORT	028-25000	000127425		N	
0001941040-25-000622	30-SEP-2025	N							Oakwell Private Wealth Management, LLC	3200 Steck Ave	Ste 200	Austin	TX	78757	13F HOLDINGS REPORT	028-20653	000162096	801-110263	N	
0001159363-25-000010	30-SEP-2025								CAZ INVESTMENTS LP	ONE RIVERWAY	SUITE 2000	HOUSTON	TX	77056	13F HOLDINGS REPORT	028-11299			N	
0001694164-25-000015	30-SEP-2025	Y	1	RESTATEMENT					AustralianSuper Pty Ltd	LEVEL 30	130 LONSDALE STREET	MELBOURNE	C3	3000	13F HOLDINGS REPORT	028-18188			N	
0001671754-25-000008	30-SEP-2025								 INTRINSIC EDGE CAPITAL MANAGEMENT LLC	180 N. LASALLE STREET	SUITE 1800	CHICAGO	IL	60601	13F HOLDINGS REPORT	028-17781	000285034	801-108425	N	
0001387304-25-000007	30-SEP-2025								Richard C. Young & CO., LTD.	98 WILLIAM STREET		NEWPORT	RI	02840	13F HOLDINGS REPORT	028-12215	000105866	801-35765	N	
0000926833-25-000005	30-SEP-2025								WISCONSIN CAPITAL MANAGEMENT LLC	8020 EXCELSIOR DRIVE, STE. 402		MADISON	WI	53717	13F HOLDINGS REPORT	028-03757			N	
0001951757-25-001397	30-SEP-2025								Chancellor Financial Group WB LP	60 PUBLIC SQUARE	SUITE 600	WILKES-BARRE	PA	18701	13F HOLDINGS REPORT	028-25464			N	
0001754960-25-000767	30-SEP-2025								Fox Hill Wealth Management	84 BRIDGE STREET		DEDHAM	MA	02026	13F HOLDINGS REPORT	028-24062	000321881		N	
0001735605-25-000007	30-SEP-2025								USAdvisors Wealth Management, LLC	15750 VENTURE LANE		EDEN PRAIRIE	MN	55344	13F HOLDINGS REPORT	028-18704			N	
0001951757-25-001396	30-SEP-2025								Claro Advisors LLC	100 HIGH STREET	SUITE 950	BOSTON	MA	02110	13F HOLDINGS REPORT	028-19280			N	
0001830823-25-000006	30-SEP-2025								eCIO, Inc.	821 E. WASHINGTON AVENUE	SUITE 200	MADISON	WI	53703	13F HOLDINGS REPORT	028-25634			N	
0001539041-25-000062	30-SEP-2025								PICTON MAHONEY ASSET MANAGEMENT	33 YONGE STREET, SUITE 320		Toronto	A6	M5E 1G4	13F HOLDINGS REPORT	028-15516			Y	Market Value is rounded to the nearest thousandths place
0001961738-25-000010	30-SEP-2025								Arvin Capital Management LP	515 CONGRESS AVENUE	SUITE 1075	AUSTIN	TX	78701	13F HOLDINGS REPORT	028-23752			N	
0001278793-25-000009	30-SEP-2025								WEIK CAPITAL MANAGEMENT	18 COMMERCE DRIVE		WYOMISSING	PA	19610	13F HOLDINGS REPORT	028-10760			N	
0001767812-25-000006	30-SEP-2025								Miramar Capital, LLC	666 DUNDEE ROAD	SUITE 502	NORTHBROOK	IL	60062	13F HOLDINGS REPORT	028-19399			N	
0002054129-25-000006	30-SEP-2025								Blueprint Financial Advisors LLC	1250 REVOLUTION MILL DRIVE	SUITE 150	GREENSBOTO	NC	27405	13F COMBINATION REPORT	028-24926			N	
0001580642-25-007227	30-SEP-2025	N							Oak Grove Capital LLC	158 Cromwell Point Road		North Hampton	NH	03245	13F HOLDINGS REPORT	028-18380			N	
0001528621-25-001176	30-SEP-2025	N							Legato Capital Management LLC	111 Pine Street, Suite 1700		San Francisco	CA	94111	13F COMBINATION REPORT	028-13158			N	
0001538846-25-000018	30-SEP-2025								South Dakota Investment Council	4009 W. 49TH STREET, SUITE 300		SIOUX FALLS	SD	57106	13F HOLDINGS REPORT	028-16298			N	
0000911270-25-000010	30-SEP-2025								GLYNN CAPITAL MANAGEMENT LLC	1540 EL CAMINO REAL	SUITE 110	MENLO PARK	CA	94025	13F HOLDINGS REPORT	028-03928			N	
0001298088-25-000025	30-SEP-2025								CIBC Bancorp USA Inc.	120 SOUTH LASALLE	LEGAL DEPARTMENT - 4TH FLOOR	CHICAGO	IL	60603	13F HOLDINGS REPORT	028-21342			N	
0001754960-25-000766	30-SEP-2025								Phocas Financial Corp.	1080 MARINA VILLAGE PARKWAY	SUITE 520	ALAMEDA	CA	94501	13F HOLDINGS REPORT	028-12179			N	
0000919574-25-006579	30-SEP-2025	N							Local Pensions Partnership Investment Ltd	FIRST FLOOR, 1 FINSBURY AVENUE	1 FINSBURY AVENUE	LONDON	X0	EC2M 2PF	13F HOLDINGS REPORT	028-25835			N	
0001172036-25-000008	30-SEP-2025								SONATA CAPITAL GROUP INC	2001 6TH AVENUE	SUITE 3410	SEATTLE	WA	98121	13F HOLDINGS REPORT	028-10198			N	
0000919574-25-006577	30-JUN-2025	N							Local Pensions Partnership Investment Ltd	FIRST FLOOR, 1 FINSBURY AVENUE	1 FINSBURY AVENUE	LONDON	X0	EC2M 2PF	13F HOLDINGS REPORT	028-25835			N	
0002057637-25-000006	30-SEP-2025								AMERIFLEX GROUP, INC.	8475 W. SUNSET ROAD, SUITE 101		LAS VEGAS	NV	89113	13F HOLDINGS REPORT	028-25406	000305585	801-117784	N	
0001104659-25-110124	30-SEP-2025	N							Knott David M Jr	DORSET MANAGEMENT CORPORATION	485 UNDERHILL BOULEVARD, SUITE 205	SYOSSET	NY	11791	13F HOLDINGS REPORT	028-21815			N	
0000919574-25-006576	31-MAR-2025	N							Local Pensions Partnership Investment Ltd	FIRST FLOOR, 1 FINSBURY AVENUE	1 FINSBURY AVENUE	LONDON	X0	EC2M 2PF	13F HOLDINGS REPORT	028-25835			N	
0001765380-25-000482	30-SEP-2025								Legacy Capital Group California, Inc.	459 MONTEREY AVENUE	SUITE 100	LOS GATOS	CA	95030	13F HOLDINGS REPORT	028-23223	000111436	801-69566	N	
0001665642-25-000006	30-SEP-2025								Cedar Wealth Management, LLC	1990 NORTH CALIFORNIA BOULEVARD	8TH FLOOR	WALNUT CREEK	CA	94596	13F HOLDINGS REPORT	028-17102	000167149	801-107067	N	
0001765380-25-000481	30-SEP-2025								Intellus Advisors LLC	8889 PELICAN BAY BLVD. N.	SUITE 102	NAPLES	FL	34108	13F HOLDINGS REPORT	028-24900	000332883	801-131142	N	
0001992110-25-000014	30-SEP-2025								Ramirez Asset Management, Inc.	14 E 52ND ST		NEW YORK	NY	10022	13F HOLDINGS REPORT	028-23458	000110637	801-69304	N	
0000930413-25-003416	30-SEP-2025	N							Nuveen, LLC	C/o Tiaa, 8500 Andrew Carnegie Blvd.	Mail Stop Ssc/c2/04	Charlotte	NC	28262	13F HOLDINGS REPORT	028-25561			N	
0001973728-25-000007	30-SEP-2025								Dodds Wealth, LLC	5251 DTC PARKWAY	SUITE 720	GREENWOOD VILLAGE	CO	80111	13F HOLDINGS REPORT	028-23713			N	
0002010278-25-000007	30-SEP-2025								Portfolio Design Labs, LLC	15760 VENTURA BLVD	SUITE 1700	ENCINO	CA	91436	13F HOLDINGS REPORT	028-23698			N	
0001868872-25-000004	30-SEP-2025	N							Focus Partners Advisor Solutions, LLC	190 CARONDELET PLAZA	SUITE 600	SAINT LOUIS	MO	63105	13F COMBINATION REPORT	028-21711	000143319	801-67641	N	
0001006378-25-000018	30-SEP-2025								SEGALL BRYANT & HAMILL, LLC	10 SOUTH WACKER DRIVE	SUITE 3100	CHICAGO	IL	60606	13F HOLDINGS REPORT	028-03381			N	
0001754960-25-000765	30-SEP-2025								FAMILY WEALTH PARTNERS, LLC	2518 PLANTATION CENTER DRIVE		MATTHEWS	NC	28105	13F HOLDINGS REPORT	028-24028			N	
0000315032-25-000066	30-SEP-2025								STATE FARM MUTUAL AUTOMOBILE INSURANCE CO	ONE STATE FARM PLAZA		BLOOMINGTON	IL	61710	13F COMBINATION REPORT	028-00534			N	
0001080166-25-000006	30-SEP-2025								AR ASSET MANAGEMENT INC	9229 SUNSET BOULEVARD	SUITE 425	WEST HOLLYWOOD	CA	90069	13F HOLDINGS REPORT	028-04793			N	
0001214659-25-016301	30-SEP-2025	N							MONETARY MANAGEMENT GROUP INC	13537 BARRETT PARKWAY DR, SUITE 325		ST LOUIS	MO	63125	13F HOLDINGS REPORT	028-06113			N	
0001941040-25-000619	30-SEP-2025	N							BECKER CAPITAL MANAGEMENT INC	1211 SW Fifth Avenue	Suite 2185	Portland	OR	97204	13F HOLDINGS REPORT	028-01822	000110489	801-11781	N	
0001602476-25-000005	30-SEP-2025								Lumbard & Kellner, LLC	PO BOX 749		HOLLIS	NH	03049	13F HOLDINGS REPORT	028-16104			N	
0000899140-25-001262	30-SEP-2025	N							Spark Investment Management LLC	150 EAST 58TH STREET	26TH FLOOR	NEW YORK	NY	10155	13F HOLDINGS REPORT	028-15007	000160815	801-73079	N	
0001765380-25-000479	30-SEP-2025								HARBOR ADVISORY CORP /MA/	500 MARKET STREET - SUITE 11		PORTSMOUTH	NH	03801	13F HOLDINGS REPORT	028-05259	000105151	801-8915	N	
0001962933-25-000006	30-SEP-2025								Riverview Capital Advisers, LLC	265 FRANKLIN STREET	SUITE 400	BOSTON	MA	02110	13F HOLDINGS REPORT	028-22841	000140377	801-66623	N	
0002018936-25-000006	30-SEP-2025								Cascade Wealth Advisors, Inc	PO BOX 3281		WENATCHEE	WA	98807	13F HOLDINGS REPORT	028-24059			N	
0001799435-25-000007	30-SEP-2025								EPIQ PARTNERS, LLC	2919 KNOX AVENUE S	STE 200	MINNEAPOLIS	MN	55408	13F HOLDINGS REPORT	028-19788	000165139	801-110597	N	
0002020935-25-000012	30-SEP-2025								Regents Gate Capital LLP	53 DAVIS STREET	OFFICE 1.26	LONDON	X0	W1K 5JH	13F HOLDINGS REPORT	028-24645	000033181	801-131117	N	
0002012383-25-002949	30-SEP-2025								BlackRock, Inc.	50 Hudson Yards		New York	NY	10001	13F COMBINATION REPORT	028-24466			Y	BlackRock, Inc. is the parent holding company of certain institutional investment managers. For purposes of the reporting requirements under Section 13(f) of the Securities Exchange Act of 1934 (the Act), and the rules promulgated thereunder, BlackRock, Inc. itself does not exercise, and therefore disclaims, investment discretion with respect to any Section 13(f) securities positions over which its investment operating subsidiaries exercise such discretion. To the extent, however, that BlackRock Inc.'s ownership interest in such subsidiaries may nevertheless give rise to a Form 13F obligation on behalf of BlackRock, Inc., the information required by Form 13F is reported herein on behalf of all such subsidiaries.
0001535061-25-000007	30-SEP-2025								Edgestream Partners, L.P.	902 Carnegie Center	Suite 200	Princeton	NJ	08540	13F HOLDINGS REPORT	028-15991			N	
0001172661-25-004713	30-SEP-2025	N							J.P. Marvel Investment Advisors, LLC	265 Franklin Street	Unit 902	Boston	MA	02110	13F HOLDINGS REPORT	028-12789	000144364	801-68042	N	
0001580642-25-007222	30-SEP-2025	N							RATIONAL ADVISORS, INC.	36 N. NEW YORK AVENUE		HUNTINGTON	NY	11743	13F HOLDINGS REPORT	028-16191	000111452		N	
0001909750-25-000013	30-SEP-2025								Operose Advisors LLC	731 N. WATER STREET, SUITE 790		MILWAUKEE	WI	53202	13F HOLDINGS REPORT	028-21951	000287465	801-118313	N	
0001765380-25-000478	30-SEP-2025								Headland Capital, LLC	300 WEST COLEMAN BLVD	SUITE 204	MT. PLEASANT	SC	29464	13F HOLDINGS REPORT	028-25332	000332277	801-130923	N	
0001540656-25-000013	30-SEP-2025								Gladius Capital Management LP	1835 THREE KINGS DRIVE	#50	PARK CITY	UT	84060	13F HOLDINGS REPORT	028-14812			N	
0002007748-25-000006	30-SEP-2025								Traction Financial Partners, LLC	8321 S SANGRE DE CRISTO ROAD	SUITE 102	LITTLETON	CO	80127	13F HOLDINGS REPORT	028-23782	000315215		N	
0000936936-25-000006	30-SEP-2025								DOHENY ASSET MANAGEMENT /CA	12400 WILSHIRE BLVD., SUITE 1480		LOS ANGELES	CA	90025	13F HOLDINGS REPORT	028-04640			N	
0001455176-25-000013	30-SEP-2025								Biondo Investment Advisors, LLC	540 ROUTE 6 & 209	P.O. BOX 909	MILFORD	PA	18337	13F HOLDINGS REPORT	028-13475			N	
0001580642-25-007220	30-SEP-2025	N							Catalyst Capital Advisors LLC	36 N. NEW YORK AVE	STE. 2S	HUNTINGTON	NY	11743	13F COMBINATION REPORT	028-14953			N	
0001950118-25-000005	30-SEP-2025								WPWealth LLP	640 TAYLOR STREET	SUITE 2200	FORT WORTH	TX	76102	13F HOLDINGS REPORT	028-22782	000145467		N	
0001723397-25-000009	30-SEP-2025								Steward Partners Investment Advisory, LLC	400 ATLANTIC STREET	10TH FLOOR	STAMFORD	CT	06901-3512	13F HOLDINGS REPORT	028-18184			N	
0001911470-25-000005	30-SEP-2025								ETF Store, Inc.	7300 W. 110TH ST	SUITE 870	OVERLAND PARK	KS	66210	13F HOLDINGS REPORT	028-22250			N	
0001906322-25-000004	30-SEP-2025								POM Investment Strategies, LLC	4101 LAKE BOONE TRAIL, SUITE 111		RALEIGH	NC	27607	13F HOLDINGS REPORT	028-24158			N	
0001580642-25-007219	30-SEP-2025	N							Sand Hill Global Advisors, LLC	245 Lytton Ave	Suite 300	Palo Alto	CA	94301	13F HOLDINGS REPORT	028-05390			N	
0001106565-25-000009	30-SEP-2025								STALEY CAPITAL ADVISERS INC	ONE OXFORD CENTRE	SUITE 3950	PITTSBURGH	PA	15219	13F HOLDINGS REPORT	028-05491	000107118	801-528622	N	
0001728866-25-000004	30-SEP-2025								Smart Money Group LLC	PO BOX 904		EASTLAND	TX	76448	13F COMBINATION REPORT	028-18631	000284187	801-107979	N	
0001033505-25-000018	30-SEP-2025								COBBLESTONE CAPITAL ADVISORS LLC /NY/	500 LINDEN OAKS,  STE 210		ROCHESTER	NY	14625	13F HOLDINGS REPORT	028-06026			N	
0001801573-25-000007	30-SEP-2025								Aufman Associates Inc	2200 GEORGETOWN DR, SUITE 401		SEWICKLEY	PA	15143	13F HOLDINGS REPORT	028-19776			N	
0001803980-25-000007	30-SEP-2025								Bright Futures Wealth Management, LLC.	1630 EMPIRE BLVD.	SUITE 100	WEBSTER, NY  14580	NY	14580	13F HOLDINGS REPORT	028-24206			N	
0001909316-25-000007	30-SEP-2025								JOURNEY STRATEGIC WEALTH LLC	47 MAPLE STREET	SUITE 104	SUMMIT	NJ	07901	13F HOLDINGS REPORT	028-22006			N	
0000872259-25-000010	30-SEP-2025								BAHL & GAYNOR INC	255 EAST FIFTH STREET	SUITE 2700	CINCINNATI	OH	45202	13F HOLDINGS REPORT	028-02825			N	
0001712671-25-000006	30-SEP-2025								Geneva Partners, LLC	772 WEST MAIN STREET	SUITE 301	LAKE GENEVA	WI	53147	13F HOLDINGS REPORT	028-18099	000130768	801-107776	N	
0001605401-25-000005	30-SEP-2025	N							PKS Advisory Services, LLC	80 STATE STREET		ALBANY	NY	12207	13F HOLDINGS REPORT	028-24929	000125648	801-62147	N	
0001956564-25-000007	30-SEP-2025								RFP Financial Group LLC	1380 WEST PACES FERRY ROAD, NW	SUITE 2155	ATLANTA	GA	30327	13F HOLDINGS REPORT	028-22750			N	
0001757128-25-000008	30-SEP-2025								Laurel Wealth Advisors LLC	1355 GREENWOOD CLIFF	SUITE 301	CHARLOTTE	NC	28204	13F HOLDINGS REPORT	028-19063	000118469	801-69151	N	
0001537720-25-000015	30-SEP-2025	N							FINEMARK NATIONAL BANK & TRUST	8695 COLLEGE PKWY	STE 100	FORT MYERS	FL	33919	13F HOLDINGS REPORT	028-14893			N	
0001172661-25-004711	30-SEP-2025	N							RS CRUM INC.	4 Upper Newport Plaza Drive, Suite 201		Newport Beach	CA	92660	13F HOLDINGS REPORT	028-22307	000158621	801-72672	N	
0002081584-25-000010	30-SEP-2025								Provenance Wealth Advisors, LLC	200 E LAS OLAS BLVD	19TH FLOOR	FORT LAUDERDALE	FL	33301	13F HOLDINGS REPORT	028-25749			N	
0001642570-25-000011	30-SEP-2025								River Wealth Advisors LLC	100 CORPORATE CENTER DRIVE	SUITE 102	CAMP HILL	PA	17011	13F HOLDINGS REPORT	028-16908			N	
